OrderNumber,SKU,QtyShipped,ProductType,PiecesPerCarton
6248731,190592GS,1,Shirts,30
6248731,190634GS,1,Shirts,30
6248732,271466,1,Shirts,30
6248732,271867S,2,Shirts,30
6248732,394698,1,Shirts,30
6248732,4111,1,Shirts,30
6248732,491021,1,Shirts,30
6248732,492947,1,Shirts,30
6248732,495606,2,Shirts,30
6248732,5052D,1,Shirts,30
6248732,692187,1,Shirts,30
6248732,694056,1,Shirts,30
6248732,695711,1,Shirts,30
6248732,697795,1,Shirts,30
6248732,402075MA,1,Shirts,30
6248733,691096,1,Shirts,30
6248733,691714,1,Shirts,30
6248733,697029,12,Shirts,30
6248734,790400,1,Shirts,30
6248735,691896,2,Shirts,30
6248736,394891,1,Shirts,30
6248736,4104,1,Shirts,30
6248736,693551,1,Shirts,30
6248736,166X5MA,1,Shirts,30
6248736,215X11ZMA,1,Shirts,30
6248736,28X42MA,2,Shirts,30
6248736,672421MA,1,Shirts,30
6248737,273356S,1,Shirts,30
6248737,491588S,6,Shirts,30
6248737,493537S,6,Shirts,30
6248737,697029,1,Shirts,30
6248738,393397,1,Shirts,30
6248739,121332-0036,2,Slacks,40
6248739,391086S,2,Shirts,30
6248739,690319,3,Shirts,30
6248739,691851,5,Shirts,30
6248739,696126,1,Shirts,30
6248739,699168,2,Shirts,30
6248739,808984,1,Shirts,30
6248740,221995,1,Shirts,30
6248740,271466,1,Shirts,30
6248740,281505S,2,Shirts,30
6248740,398188,1,Shirts,30
6248740,495933,1,Shirts,30
6248740,498144,1,Shirts,30
6248740,693551,1,Shirts,30
6248740,694394,1,Shirts,30
6248740,695128,1,Shirts,30
6248740,99525S,1,Shirts,30
6248740,ZP61HD-BB-OF,4,Shirts,30
6248740,1101181MA,1,Shirts,30
6248740,37X66MA,1,Outerwear,8
6248740,37X69MA,1,Outerwear,8
6248740,491921MA,1,Shirts,30
6248740,492574MA,1,Shirts,30
6248740,91925MA,1,Shirts,30
6248742,280439S,1,Shirts,30
6248742,396892,1,Shirts,30
6248742,397180,1,Shirts,30
6248742,490817,1,Shirts,30
6248742,495912,1,Shirts,30
6248742,691804,1,Shirts,30
6248742,190634GS,2,Shirts,30
6248743,499706,1,Shirts,30
6248744,694914,1,Shirts,30
6248744,696136,1,Shirts,30
6248745,100006,3,Belts,25
6248745,19482,1,Shirts,30
6248745,223700,1,Shirts,30
6248745,294628,2,Shirts,30
6248745,491877,1,Shirts,30
6248745,497535,2,Shirts,30
6248745,187879GS,1,Shirts,30
6248745,A2069GS,1,Shirts,30
6248745,1101473MA,1,Footwear,12
6248745,302611MA,1,Jewelry,250
6248745,672441MA,1,Footwear,12
6248745,672882MA,1,Shirts,30
6248745,71780MA,2,Shirts,30
6248746,305447-0075,1,Slacks,40
6248747,699451,1,Shirts,30
6248747,699485,1,Shirts,30
6248748,498027,1,Shirts,30
6248748,499901,1,Shirts,30
6248748,690880,1,Shirts,30
6248748,691680,1,Shirts,30
6248748,692046,1,Shirts,30
6248748,693446,1,Shirts,30
6248748,693502,1,Shirts,30
6248748,693512,1,Shirts,30
6248748,698691,1,Slacks,40
6248748,699374,1,Shirts,30
6248749,695959,1,Shirts,30
6248749,802574,1,Shirts,30
6248749,808656,1,Shirts,30
6248750,294628,3,Shirts,30
6248750,491591,1,Shirts,30
6248751,691573,1,Shirts,30
6248752,495770,20,Shirts,30
6248752,499901,3,Shirts,30
6248752,690822,1,Shirts,30
6248752,691993,1,Shirts,30
6248752,697762,1,Footwear,12
6248752,138255,2,Outerwear,8
6248753,690692,1,Shirts,30
6248753,692052,1,Shirts,30
6248753,695711,2,Shirts,30
6248753,697292,1,Shirts,30
6248753,698413,1,Shirts,30
6248754,499059,1,Shirts,30
6248754,697015,1,Shirts,30
6248754,802574,1,Shirts,30
6248754,530058563,1,Shirts,30
6248754,196006GS,1,Shirts,30
6248754,37X92MA,1,Outerwear,8
6248755,691758,1,Shirts,30
6248755,691766,2,Shirts,30
6248755,691836,1,Shirts,30
6248755,692055,2,Shirts,30
6248755,806039S,1,Shirts,30
6248756,224321,2,Shirts,30
6248756,692293,1,Shirts,30
6248756,108250X,1,Shirts,30
6248756,145537,2,Shirts,30
6248756,530071401,2,Shirts,30
6248756,530071971,1,Shirts,30
6248756,530071971,1,Shirts,30
6248756,530096068,1,Shirts,30
6248756,530096068,1,Shirts,30
6248756,537419401,2,Shirts,30
6248756,952701628,1,Shirts,30
6248756,952701678,1,Shirts,30
6248756,672763E701MA,1,Neckwear,60
6248757,126332-0036,1,Slacks,40
6248757,692226,2,Shirts,30
6248757,692407,1,Shirts,30
6248757,530095613,1,Shirts,30
6248759,4105,1,Shirts,30
6248759,4129,1,Shirts,30
6248759,495770,10,Shirts,30
6248759,692226,3,Shirts,30
6248760,272475S,2,Shirts,30
6248760,494217,1,Shirts,30
6248760,3K30DC,1,Outerwear,8
6248761,691278,3,Shirts,30
6248761,697422,1,Shirts,30
6248761,710074,6,Shirts,30
6248761,710333,3,Shirts,30
6248761,715604,6,Shirts,30
6248762,394891,2,Shirts,30
6248762,693502,1,Shirts,30
6248762,50-2215,3,Shirts,30
6248762,188792HGS,1,Shirts,30
6248762,302611MA,4,Jewelry,250
6248763,690962,1,Shirts,30
6248763,690971,1,Shirts,30
6248763,691127,2,Shirts,30
6248763,190571GS,2,Shirts,30
6248764,691564,1,Shirts,30
6248765,498811,2,Shirts,30
6248765,498997,1,Shirts,30
6248766,697184,1,Shirts,30
6248767,272554S,2,Shirts,30
6248767,496894S,1,Shirts,30
6248767,690577,2,Shirts,30
6248767,692237,1,Shirts,30
6248767,695287,1,Shirts,30
6248767,792299,2,Shirts,30
6248767,5K110DC,1,Outerwear,8
6248768,299637,1,Shirts,30
6248768,492283,2,Shirts,30
6248768,493982S,1,Shirts,30
6248768,5021D,2,Shirts,30
6248768,692309,1,Shirts,30
6248768,710266,1,Shirts,30
6248768,808656,5,Shirts,30
6248769,100005,12,Belts,25
6248769,220884,1,Shirts,30
6248769,394569S,1,Shirts,30
6248769,395537,1,Shirts,30
6248769,4112,1,Shirts,30
6248769,4136,1,Shirts,30
6248769,690982,1,Shirts,30
6248769,691609,1,Shirts,30
6248769,693503,1,Shirts,30
6248769,694013,1,Shirts,30
6248769,697015,1,Shirts,30
6248769,42-0000,6,Shirts,30
6248769,63-1000,24,Shirts,30
6248770,273280S,1,Shirts,30
6248770,691416,2,Shirts,30
6248770,695760,1,Shirts,30
6248771,272157S,1,Shirts,30
6248771,495645,1,Shirts,30
6248771,692213,1,Shirts,30
6248772,394681,1,Shirts,30
6248772,493288,1,Shirts,30
6248772,693501,1,Shirts,30
6248773,71387MA,1,Shirts,30
6248774,273280S,2,Shirts,30
6248774,391086S,4,Shirts,30
6248774,692292,4,Shirts,30
6248774,790400,1,Shirts,30
6248775,193126GS,1,Shirts,30
6248775,37X61MA,1,Outerwear,8
6248776,498260,1,Shirts,30
6248776,690971,1,Shirts,30
6248776,692734,1,Shirts,30
6248777,395538,2,Shirts,30
6248777,494559,1,Shirts,30
6248777,497830,1,Shirts,30
6248777,691059,1,Shirts,30
6248777,691060,1,Shirts,30
6248777,691293,1,Shirts,30
6248777,691751,2,Shirts,30
6248777,691807,2,Shirts,30
6248777,692419,1,Shirts,30
6248777,696540,2,Shirts,30
6248777,696541,3,Shirts,30
6248777,697030,1,Shirts,30
6248777,699644,1,Shirts,30
6248777,W220U,12,Shirts,30
6248778,391086S,1,Shirts,30
6248778,496106S,1,Shirts,30
6248778,690670,1,Shirts,30
6248778,692221,1,Shirts,30
6248778,692298,1,Shirts,30
6248778,693480,1,Shirts,30
6248778,791886,1,Shirts,30
6248779,1001200MA,1,Shirts,30
6248780,74-0007,99,Outerwear,8
6248780,74-0021,100,Shirts,30
6248780,74-2002,875,Footwear,12
6248780,74-2015,320,Footwear,12
6248781,492341,1,Shirts,30
6248781,791886,1,Shirts,30
6248781,141114,1,Neckwear,60
6248781,1001200MA,2,Shirts,30
6248781,492418MA,2,Neckwear,60
6248781,495100MA,1,Neckwear,60
6248781,690411MA,1,Neckwear,60
6248782,126332-0036,1,Slacks,40
6248782,19389,1,Shirts,30
6248782,270511,3,Shirts,30
6248782,54758MA,1,Outerwear,8
6248783,398811,1,Shirts,30
6248783,698083,1,Shirts,30
6248783,699966,1,Shirts,30
6248783,790120,1,Shirts,30
6248783,314416MA,2,Shirts,30
6248783,37X88MA,1,Outerwear,8
6248783,491871MA,2,Neckwear,60
6248783,91756MA,1,Shirts,30
6248784,698171,1,Shirts,30
6248785,262001,2,Shirts,30
6248785,270340,1,Shirts,30
6248785,272409S,10,Shirts,30
6248785,272409S,6,Shirts,30
6248785,272653S,4,Shirts,30
6248785,391071,1,Shirts,30
6248785,391483S,1,Shirts,30
6248785,393270,1,Shirts,30
6248785,394019S,4,Shirts,30
6248785,499921,1,Shirts,30
6248785,63709,2,Shirts,30
6248785,692278,1,Shirts,30
6248786,92698MA,1,Shirts,30
6248786,94157ZMA,1,Shirts,30
6248787,5081D,1,Shirts,30
6248787,808265,1,Shirts,30
6248788,281165S,2,Shirts,30
6248788,29861,2,Shirts,30
6248788,391284,2,Shirts,30
6248788,398811,1,Shirts,30
6248788,492341,2,Shirts,30
6248788,693557,1,Jewelry,250
6248788,696459,1,Shirts,30
6248788,4K77DC,1,Outerwear,8
6248788,165X72MA,1,Shirts,30
6248788,1908669MA,3,Shirts,30
6248788,1908724MA,1,Shirts,30
6248788,1X192MA,1,Shirts,30
6248788,37X61MA,2,Outerwear,8
6248788,37X63MA,2,Outerwear,8
6248788,37X89MA,1,Outerwear,8
6248788,782214MA,1,Shirts,30
6248788,92545E701MA,3,Neckwear,60
6248789,691035,5,Shirts,30
6248789,808656,2,Shirts,30
6248790,692236,8,Shirts,30
6248790,694056,1,Shirts,30
6248790,1001133MA,1,Shirts,30
6248791,272323,3,Shirts,30
6248791,4109,1,Shirts,30
6248791,4137,1,Shirts,30
6248791,691315,5,Shirts,30
6248791,695550,1,Shirts,30
6248792,189769GS,1,Shirts,30
6248792,192785GS,2,Shirts,30
6248794,5043D,4,Shirts,30
6248794,5055D,2,Shirts,30
6248794,5070D,3,Shirts,30
6248794,5077D,4,Shirts,30
6248794,693394,1,Shirts,30
6248795,690251,4,Shirts,30
6248795,691242,1,Shirts,30
6248795,692231,2,Shirts,30
6248795,692236,1,Shirts,30
6248795,530036514,1,Shirts,30
6248795,530036515,1,Shirts,30
6248795,530054699,1,Shirts,30
6248795,1101823E701MA,1,Neckwear,60
6248795,15X100MA,2,Shirts,30
6248795,37X63MA,3,Outerwear,8
6248795,37X65MA,1,Outerwear,8
6248795,495100MA,1,Neckwear,60
6248795,672802AMA,1,Footwear,12
6248795,672879E701MA,1,Shirts,30
6248796,4207,1,Shirts,30
6248796,4216,1,Shirts,30
6248796,493627,1,Shirts,30
6248796,692076,2,Shirts,30
6248796,692927,2,Shirts,30
6248796,710266,2,Shirts,30
6248796,710268,2,Shirts,30
6248796,530039163,1,Shirts,30
6248796,20066MA,2,Shirts,30
6248796,37X75MA,1,Outerwear,8
6248797,130968,1,Shirts,30
6248798,394970,1,Shirts,30
6248798,491026,1,Shirts,30
6248798,808656,2,Shirts,30
6248798,189993,1,Shirts,30
6248799,37X63MA,1,Outerwear,8
6248799,37X63MA,4,Outerwear,8
6248799,37X66MA,6,Outerwear,8
6248799,37X87MA,3,Outerwear,8
6248800,698148,1,Shirts,30
6248801,19543,1,Shirts,30
6248801,273186S,3,Shirts,30
6248801,280439S,2,Shirts,30
6248801,492932S,3,Shirts,30
6248801,495770,2,Shirts,30
6248802,492889,5,Shirts,30
6248802,691912,3,Neckwear,60
6248802,694236,2,Shirts,30
6248802,92344MA,1,Shirts,30
6248803,693394,1,Shirts,30
6248803,693578,1,Shirts,30
6248803,697346,1,Shirts,30
6248803,77400,1,Shirts,30
6248803,193806GS,1,Shirts,30
6248805,494217,1,Shirts,30
6248805,692253,3,Shirts,30
6248805,791128,1,Shirts,30
6248805,92246SEMA,2,Shirts,30
6248807,50-1590,21,Neckwear,60
6248807,5K99DC,1,Outerwear,8
6248808,394681,4,Shirts,30
6248808,394891,2,Shirts,30
6248808,498978,1,Shirts,30
6248808,499810,1,Shirts,30
6248808,499811,3,Shirts,30
6248808,4K31DC,1,Outerwear,8
6248808,4K56DC,1,Outerwear,8
6248808,4K74DC,1,Outerwear,8
6248808,165X155MA,1,Shirts,30
6248808,92317MA,3,Shirts,30
6248809,231855S,6,Shirts,30
6248809,271794S,2,Shirts,30
6248809,273113S,2,Shirts,30
6248809,391813,2,Shirts,30
6248809,394698,2,Shirts,30
6248809,4101,2,Shirts,30
6248809,4168,1,Shirts,30
6248809,495734,1,Shirts,30
6248809,497218,1,Shirts,30
6248809,498260,6,Shirts,30
6248809,690577,6,Shirts,30
6248809,691569,1,Slacks,40
6248809,691843,2,Shirts,30
6248809,691986,1,Shirts,30
6248809,692241,3,Shirts,30
6248809,698083,2,Shirts,30
6248809,93963,1,Shirts,30
6248809,327354MA,1,Shirts,30
6248809,37X62MA,1,Outerwear,8
6248810,19368,2,Shirts,30
6248810,691610,2,Shirts,30
6248810,692237,5,Shirts,30
6248810,696540,4,Shirts,30
6248811,37X62MA,1,Outerwear,8
6248812,193806GS,1,Shirts,30
6248812,193972GS,1,Shirts,30
6248813,261612,1,Shirts,30
6248813,270093,1,Shirts,30
6248813,394891,1,Shirts,30
6248813,496415,1,Shirts,30
6248813,5021D,2,Shirts,30
6248813,5042D,5,Shirts,30
6248813,5045D,1,Shirts,30
6248813,691297,2,Shirts,30
6248813,693503,1,Shirts,30
6248813,186737,1,Jewelry,250
6248813,530026048,1,Shirts,30
6248813,166X5MA,1,Shirts,30
6248813,215X11ZMA,1,Shirts,30
6248813,37X100MA,1,Outerwear,8
6248813,37X62MA,2,Outerwear,8
6248813,37X62MA,2,Outerwear,8
6248813,37X63MA,3,Outerwear,8
6248813,37X80MA,1,Outerwear,8
6248813,37X88MA,4,Outerwear,8
6248813,37X89MA,1,Outerwear,8
6248813,442225MA,4,Neckwear,60
6248813,491742MA,3,Neckwear,60
6248813,491871MA,6,Neckwear,60
6248813,491922MA,3,Shirts,30
6248813,492418MA,6,Neckwear,60
6248813,492574MA,10,Shirts,30
6248813,495100MA,2,Neckwear,60
6248813,495103MA,1,Neckwear,60
6248813,672421MA,1,Shirts,30
6248813,71133MA,1,Shirts,30
6248813,7701100MA,10,Shirts,30
6248813,92377MA,4,Shirts,30
6248813,74-2012,20,Footwear,12
6248814,499521,2,Shirts,30
6248814,190634GS,6,Shirts,30
6248815,271609,1,Shirts,30
6248815,280001,1,Shirts,30
6248815,391813,1,Shirts,30
6248815,491006,2,Shirts,30
6248815,493982S,3,Shirts,30
6248815,692241,4,Shirts,30
6248815,693981,2,Shirts,30
6248815,696458,1,Shirts,30
6248815,672326MA,1,Shirts,30
6248816,4156,2,Shirts,30
6248816,140080,4,Shirts,30
6248816,144959,1,Outerwear,8
6248816,530093955,1,Shirts,30
6248816,530094676,1,Shirts,30
6248817,530035023,2,Shirts,30
6248817,530038874,1,Shirts,30
6248817,530053241,1,Shirts,30
6248817,952701676,1,Shirts,30
6248817,1001200MA,1,Shirts,30
6248817,37X87MA,1,Outerwear,8
6248818,100002,4,Belts,25
6248818,394989,1,Shirts,30
6248818,4153,1,Shirts,30
6248818,300194MA,1,Shirts,30
6248818,327350MA,1,Shirts,30
6248818,327352MA,1,Shirts,30
6248818,327355MA,1,Shirts,30
6248819,100005,12,Belts,25
6248819,100028,8,Belts,25
6248819,271139S,5,Shirts,30
6248819,498811,4,Shirts,30
6248819,499924,1,Shirts,30
6248819,692579,1,Shirts,30
6248819,693502,1,Shirts,30
6248819,694042,1,Shirts,30
6248819,790966,1,Shirts,30
6248820,100028,8,Belts,25
6248820,393397,1,Shirts,30
6248820,492117,1,Shirts,30
6248820,497595,1,Shirts,30
6248820,5055D,2,Shirts,30
6248820,5059D,2,Shirts,30
6248820,691185,1,Shirts,30
6248820,692046,1,Shirts,30
6248820,692241,1,Shirts,30
6248820,699833,1,Shirts,30
6248820,94150,1,Shirts,30
6248820,4K53DC,1,Outerwear,8
6248820,4K70DC,1,Outerwear,8
6248820,190594GS,1,Shirts,30
6248820,190634GS,1,Shirts,30
6248820,37X100MA,1,Outerwear,8
6248820,56562MA,1,Shirts,30
6248820,4629,5,Shirts,30
6248820,7131,4,Shirts,30
6248821,693503,1,Shirts,30
6248821,790894,1,Jewelry,250
6248821,791888,1,Shirts,30
6248822,693512,2,Shirts,30
6248822,695166,2,Shirts,30
6248822,696268,1,Shirts,30
6248822,152202,4,Neckwear,60
6248822,175574X004,1,Shirts,30
6248822,420613MA,2,Shirts,30
6248822,71692MA,2,Shirts,30
6248823,4K29DC,2,Outerwear,8
6248823,4K31DC,2,Outerwear,8
6248823,4K32DC,2,Outerwear,8
6248823,4K33DC,1,Outerwear,8
6248823,4K35DC,1,Outerwear,8
6248823,4K36DC,1,Outerwear,8
6248823,4K38DC,1,Outerwear,8
6248824,4203,1,Shirts,30
6248824,498144,4,Shirts,30
6248824,691668,1,Shirts,30
6248824,692015,1,Shirts,30
6248824,692208,1,Shirts,30
6248824,692255,10,Shirts,30
6248824,693460,1,Shirts,30
6248824,37X75MA,1,Outerwear,8
6248825,27034,5,Shirts,30
6248825,394358S,10,Shirts,30
6248825,491588S,6,Shirts,30
6248825,495715,1,Shirts,30
6248825,696539,8,Shirts,30
6248825,696541,4,Shirts,30
6248825,99525S,5,Shirts,30
6248826,4181,1,Shirts,30
6248826,692271,1,Shirts,30
6248826,692317,1,Shirts,30
6248827,4107,1,Shirts,30
6248827,4135,1,Shirts,30
6248827,4136,1,Shirts,30
6248827,4139,1,Shirts,30
6248827,692226,3,Shirts,30
6248827,692265,1,Shirts,30
6248827,692277,2,Shirts,30
6248827,4K28DC,1,Outerwear,8
6248829,391507,1,Shirts,30
6248829,393725,2,Shirts,30
6248829,692667,4,Shirts,30
6248829,695166,2,Shirts,30
6248829,15-1403,1,Shirts,30
6248829,130861,1,Slacks,40
6248829,140294,1,Outerwear,8
6248829,952044370,3,Shirts,30
6248830,398811,2,Shirts,30
6248830,494349,5,Shirts,30
6248830,39-2110,1,Shirts,30
6248830,39-2130,1,Shirts,30
6248830,39-2140,1,Shirts,30
6248830,39-2150,1,Shirts,30
6248830,4K60DC,2,Outerwear,8
6248830,50-2515,2,Neckwear,60
6248830,7540439DC,1,Outerwear,8
6248830,7540440DC,1,Outerwear,8
6248830,7540467DC,1,Outerwear,8
6248830,7540474DC,1,Outerwear,8
6248830,9540486DC,1,Outerwear,8
6248830,93061E701MA,1,Shirts,30
6248831,272403S,10,Shirts,30
6248831,497316,1,Slacks,40
6248831,691138,1,Shirts,30
6248831,691450,1,Shirts,30
6248831,855,8,Shirts,30
6248832,690189,1,Slacks,40
6248832,302,8,Shirts,30
6248832,431,8,Shirts,30
6248832,853,16,Shirts,30
6248833,692318,1,Shirts,30
6248834,4139,1,Shirts,30
6248834,4142,1,Shirts,30
6248834,496894S,1,Shirts,30
6248834,497595,1,Shirts,30
6248834,499810,1,Shirts,30
6248834,499901,1,Shirts,30
6248834,691881,1,Shirts,30
6248834,692038,1,Shirts,30
6248834,695166,1,Shirts,30
6248834,695441,1,Shirts,30
6248834,696541,2,Shirts,30
6248834,530016450,2,Shirts,30
6248834,1001710MA,1,Shirts,30
6248834,37X62MA,1,Outerwear,8
6248834,442225MA,1,Neckwear,60
6248835,280439S,2,Shirts,30
6248835,281505S,5,Shirts,30
6248835,4101,6,Shirts,30
6248835,490179,10,Shirts,30
6248835,498144,2,Shirts,30
6248835,692241,5,Shirts,30
6248836,270344S,6,Shirts,30
6248836,397358,1,Shirts,30
6248836,45-1010,2,Shirts,30
6248836,530014949,1,Shirts,30
6248836,530047061,1,Shirts,30
6248836,190571GS,1,Shirts,30
6248836,190634GS,1,Shirts,30
6248836,194298GS,1,Shirts,30
6248836,97837GS,1,Shirts,30
6248837,281505S,2,Shirts,30
6248837,691855,2,Shirts,30
6248837,692299,2,Shirts,30
6248838,223390,1,Shirts,30
6248838,272167,1,Shirts,30
6248838,272554S,2,Shirts,30
6248838,299707,2,Shirts,30
6248838,299948,1,Shirts,30
6248838,394693,2,Shirts,30
6248838,4101,2,Shirts,30
6248838,4108,1,Shirts,30
6248838,498827,1,Footwear,12
6248838,695711,1,Shirts,30
6248838,696541,3,Shirts,30
6248838,89966,1,Shirts,30
6248838,37X62MA,2,Outerwear,8
6248839,272653S,10,Shirts,30
6248839,281505S,6,Shirts,30
6248839,4139,2,Shirts,30
6248839,499901,3,Shirts,30
6248839,691293,1,Shirts,30
6248839,692299,5,Shirts,30
6248839,1001133MA,1,Shirts,30
6248839,314842MA,1,Shirts,30
6248839,37X101MA,2,Outerwear,8
6248839,37X102MA,2,Outerwear,8
6248839,37X114MA,1,Outerwear,8
6248839,37X115MA,1,Outerwear,8
6248839,37X65MA,2,Outerwear,8
6248840,692734,1,Shirts,30
6248840,530071769,1,Shirts,30
6248840,774089MA,1,Shirts,30
6248842,398188,1,Shirts,30
6248842,499521,1,Shirts,30
6248843,820311,8,Shirts,30
6248844,100057,6,Shirts,30
6248844,100058,2,Belts,25
6248844,261116,1,Shirts,30
6248844,298968,2,Shirts,30
6248844,391071,1,Shirts,30
6248844,399269,1,Shirts,30
6248844,4156,4,Shirts,30
6248844,491657S,1,Shirts,30
6248844,495854,1,Shirts,30
6248844,497070,1,Slacks,40
6248844,497535,1,Shirts,30
6248844,497680,4,Shirts,30
6248844,499907,1,Shirts,30
6248844,690968,1,Shirts,30
6248844,691340,2,Shirts,30
6248844,691437,1,Shirts,30
6248844,691688,1,Shirts,30
6248844,691831,1,Shirts,30
6248844,692446,2,Shirts,30
6248844,693458,1,Shirts,30
6248844,790291,1,Shirts,30
6248844,792040,1,Shirts,30
6248844,842622,2,Shirts,30
6248844,99525S,1,Shirts,30
6248845,691110,1,Shirts,30
6248845,92581,2,Shirts,30
6248845,672906E724MA,1,Shirts,30
6248845,71132MA,1,Shirts,30
6248846,95312-0022,1,Slacks,40
6248847,281505S,2,Shirts,30
6248847,695129,1,Shirts,30
6248848,350776-1046,1,Slacks,40
6248848,4120,1,Shirts,30
6248848,691138,2,Shirts,30
6248848,791128,1,Shirts,30
6248849,95308MA,1,Shirts,30
6248850,173288,1,Shirts,30
6248851,690189,1,Slacks,40
6248852,499621,1,Shirts,30
6248852,690255,2,Shirts,30
6248852,691617,2,Shirts,30
6248852,691913,1,Shirts,30
6248852,699056,2,Shirts,30
6248852,699374,1,Shirts,30
6248853,55501,5,Shirts,30
6248853,555482,3,Shirts,30
6248853,557017,1,Shirts,30
6248853,557018,1,Shirts,30
6248853,557024,4,Shirts,30
6248853,557122,1,Shirts,30
6248854,4K39DC,1,Outerwear,8
6248854,690183MA,1,Shirts,30
6248855,825083,1,Shirts,30
6248856,273356S,5,Shirts,30
6248856,4153,1,Shirts,30
6248856,4154,1,Shirts,30
6248856,5081D,1,Shirts,30
6248856,691987,1,Jewelry,250
6248856,692014,1,Shirts,30
6248856,692317,1,Shirts,30
6248856,697015,3,Shirts,30
6248856,37X61MA,1,Outerwear,8
6248856,421409MA,2,Shirts,30
6248856,95094MA,1,Shirts,30
6248857,672872MA,1,Shirts,30
6248858,694315,1,Shirts,30
6248859,273638S,1,Shirts,30
6248859,391086S,1,Shirts,30
6248859,492932S,1,Shirts,30
6248859,499054,1,Shirts,30
6248859,499486S,1,Shirts,30
6248859,499521,1,Shirts,30
6248859,690190,1,Shirts,30
6248859,694012,1,Slacks,40
6248859,699701,1,Shirts,30
6248859,791892,1,Shirts,30
6248859,808656,1,Shirts,30
6248859,194216GS,1,Shirts,30
6248859,37X61MA,1,Outerwear,8
6248859,37X62MA,1,Outerwear,8
6248859,491871MA,2,Neckwear,60
6248860,394891,3,Shirts,30
6248860,399671,2,Shirts,30
6248860,4120,2,Shirts,30
6248860,4123,1,Shirts,30
6248860,493261,1,Shirts,30
6248860,691851,1,Shirts,30
6248860,692026,1,Shirts,30
6248860,A2069GS,1,Shirts,30
6248860,166X44MA,1,Shirts,30
6248860,492117MA,2,Neckwear,60
6248861,495770,4,Shirts,30
6248861,690906,1,Shirts,30
6248861,809022,1,Shirts,30
6248862,281505S,6,Shirts,30
6248862,299707,3,Shirts,30
6248862,690627,1,Shirts,30
6248862,692003,1,Shirts,30
6248862,1101826MA,1,Neckwear,60
6248862,37X101MA,1,Outerwear,8
6248862,37X61MA,2,Outerwear,8
6248862,672561MA,1,Shirts,30
6248863,100028,8,Belts,25
6248863,398811,1,Shirts,30
6248863,691776,1,Shirts,30
6248863,693503,1,Shirts,30
6248865,498809,1,Shirts,30
6248866,222698S,1,Jewelry,250
6248866,271466,3,Shirts,30
6248866,396424S,1,Shirts,30
6248866,499604,1,Shirts,30
6248866,691859,1,Shirts,30
6248866,692253,1,Shirts,30
6248866,694012,1,Slacks,40
6248866,699374,1,Shirts,30
6248866,699699,1,Shirts,30
6248866,495100MA,2,Neckwear,60
6248867,391681,2,Shirts,30
6248867,692424,10,Shirts,30
6248867,790340,1,Shirts,30
6248867,492574MA,2,Shirts,30
6248867,672441MA,2,Footwear,12
6248867,672881MA,1,Shirts,30
6248867,71792MA,2,Shirts,30
6248867,774091MA,2,Shirts,30
6248867,94130MA,1,Shirts,30
6248868,690971,4,Shirts,30
6248868,693997,2,Shirts,30
6248868,694013,1,Shirts,30
6248868,37X62MA,3,Outerwear,8
6248868,37X63MA,2,Outerwear,8
6248869,202432-0036,1,Slacks,40
6248869,211675,1,Shirts,30
6248869,271702S,1,Shirts,30
6248869,297692,1,Shirts,30
6248869,494406,1,Shirts,30
6248869,497230,1,Shirts,30
6248869,499996,1,Shirts,30
6248870,123K02-0015,2,Slacks,40
6248870,74-9100,2,Shirts,30
6248871,211203,10,Shirts,30
6248871,691885,5,Shirts,30
6248872,298968,1,Shirts,30
6248872,4156,1,Shirts,30
6248872,696870,2,Shirts,30
6248872,790567,1,Shirts,30
6248872,825176,2,Shirts,30
6248873,495782,1,Shirts,30
6248873,672441MA,2,Footwear,12
6248874,272199S,2,Shirts,30
6248874,4157,1,Shirts,30
6248874,497465,2,Shirts,30
6248874,692446,2,Shirts,30
6248874,694056,1,Shirts,30
6248874,696539,4,Shirts,30
6248875,394891,3,Shirts,30
6248875,492341,2,Shirts,30
6248875,58162MA,1,Shirts,30
6248877,270447,2,Shirts,30
6248877,4133,2,Shirts,30
6248877,4156,2,Shirts,30
6248877,494559,2,Shirts,30
6248877,692189,2,Shirts,30
6248877,692241,5,Shirts,30
6248877,421409MA,2,Shirts,30
6248878,499596,1,Shirts,30
6248878,691185,1,Shirts,30
6248878,692667,4,Shirts,30
6248878,693997,2,Shirts,30
6248878,697464,1,Shirts,30
6248878,698478,1,Shirts,30
6248878,699582,1,Footwear,12
6248878,94639,1,Shirts,30
6248878,B2310GS,1,Shirts,30
6248878,25X7MA,15,Slacks,40
6248878,37X66MA,3,Outerwear,8
6248878,91749E701MA,2,Shirts,30
6248878,94068MA,2,Shirts,30
6248879,4108,1,Shirts,30
6248879,497596,1,Shirts,30
6248879,696541,2,Shirts,30
6248879,696541,3,Shirts,30
6248879,699951,1,Shirts,30
6248880,27355S,1,Shirts,30
6248880,691957,1,Shirts,30
6248881,499588,1,Shirts,30
6248881,499605,2,Shirts,30
6248882,498869,1,Shirts,30
6248882,499613,1,Shirts,30
6248882,692284,1,Shirts,30
6248882,792299,1,Shirts,30
6248883,691657,1,Shirts,30
6248883,692255,1,Shirts,30
6248883,692568,2,Shirts,30
6248883,802574,1,Shirts,30
6248885,672326MA,1,Shirts,30
6248886,132673,4,Shirts,30
6248886,6555J,1,Shirts,30
6248886,37X89MA,2,Outerwear,8
6248886,4562173MA,1,Neckwear,60
