"","f.Apple","f.Google","f.Starbucks"
"1601",16.125357,437.804016,31.6
"1602",16.208929,437.111603,31.459999
"1603",15.684286,446.078003,31.66
"1604",15.115714,457.784119,32
"1605",15.680357,453.310883,31.885
"1606",15.425357,450.810242,32.014999
"1607",15.648214,452.314606,32.02
"1608",15.858929,449.594818,32.075001
"1609",15.569643,436.862518,31.844999
"1610",15.744643,435.995789,31.540001
"1611",16.067858,440.100403,32.105
"1612",15.714286,436.21994,31.895
"1613",15.916071,433.335754,31.934999
"1614",16.160713,432.439117,31.605
"1615",16.0975,434.869995,31.629999
"1616",16.186428,432.304626,31.305
"1617",15.916071,429.644592,31.52
"1618",15.909643,430.536255,31.174999
"1619",15.589286,433.584808,31.705
"1620",15.883214,439.403015,32.830002
"1621",15.562143,440.334503,32.735001
"1622",15.696429,441.076721,32.91
"1623",15.446429,432.867493,32.27
"1624",15.55,438.406738,32.974998
"1625",15.408571,437.973358,33.095001
"1626",15.412857,442.665771,33
"1627",15.407143,449.002045,33.509998
"1628",14.975,445.325806,32.91
"1629",14.946071,442.511353,32.855
"1630",14.55,434.312103,32
"1631",14.489286,436.992035,32.264999
"1632",14.425,435.243591,32.685001
"1633",14.258929,437.759186,33.134998
"1634",13.977143,435.816467,32.755001
"1635",14.381786,441.569885,33.044998
"1636",14.641429,443.437897,33.119999
"1637",15.030714,438.307129,33.215
"1638",15.013929,443.343231,33.935001
"1639",15.003929,447.926056,33.970001
"1640",14.771429,453.799042,34.450001
"1641",14.985714,450.038147,33.935001
"1642",15.105357,454.795319,34.34
"1643",15.273214,458.282257,34.619999
"1644",15.178929,460.424225,34.845001
"1645",15.232857,461.833923,34.82
"1646",15.346429,458.780365,34.869999
"1647",15.477857,457.779144,34.224998
"1648",15.467857,441.649597,34.285
"1649",15.337857,449.315857,34.540001
"1650",15.214286,453.649597,34.619999
"1651",15.676071,451.936035,34.060001
"1652",15.739286,445.266022,33.470001
"1653",15.546429,441.838867,36.299999
"1654",15.742857,440.797791,36.375
"1655",16.07,441.076721,36.450001
"1656",16.249643,444.827667,36.07
"1657",16.276787,445.828918,36.134998
"1658",16.3575,450.033173,36.75
"1659",16.596071,451.004517,37.110001
"1660",16.715,450.655823,36.830002
"1661",16.564285,445.848846,36.18
"1662",16.566429,446.072998,36.384998
"1663",16.379999,443.617218,36.294998
"1664",16.316429,441.794037,36.139999
"1665",16.819286,441.759186,36.544998
"1666",17.781429,437.544983,36.290001
"1667",17.729286,430.605988,35.654999
"1668",17.862499,429.031891,35.490002
"1669",18.012142,427.25354,35.290001
"1670",18.20393,432.55368,35.18
"1671",17.985357,433.699402,35.209999
"1672",18.035,434.720551,35.540001
"1673",17.973928,437.27597,36.029999
"1674",17.883928,433.37561,36.035
"1675",17.785713,428.204987,35.450001
"1676",17.357143,423.537476,35.044998
"1677",17.558929,422.949677,35.365002
"1678",17.571428,426.282196,35.689999
"1679",17.610714,425.584808,35.849998
"1680",17.841429,428.568634,35.709999
"1681",17.866072,435.11908,36.125
"1682",17.80143,439.572388,36.185001
"1683",18.035713,440.214966,35.84
"1684",18.078571,443.348236,36.490002
"1685",16.678928,442.610992,37.165001
"1686",16.732143,447.024445,37.75
"1687",16.762142,445.579865,37.794998
"1688",16.464287,446.426697,38.285
"1689",15.998571,442.048096,37.630001
"1690",16.542143,441.520081,37.939999
"1691",16.810715,451.303406,38.759998
"1692",17.071428,447.517609,38.130001
"1693",17.717857,446.401764,38.055
"1694",17.674286,441.594788,37.764999
"1695",17.47143,441.61969,38.419998
"1696",17.357143,437.510101,38.32
"1697",17.277857,435.776611,38.455002
"1698",17.044643,432.917328,38.25
"1699",17.0875,438.481476,38.490002
"1700",17.343929,439.716827,38.294998
"1701",17.518213,442.34198,38.48
"1702",17.280714,435.866272,38.400002
"1703",17.377144,432.105377,38.299999
"1704",17.497856,431.044342,38.555
"1705",17.308571,426.541229,37.695
"1706",17.547144,430.307098,38.145
"1707",17.3925,431.39801,38.610001
"1708",17.493929,431.711853,38.77
"1709",17.768213,436.244843,38.915001
"1710",17.885357,441.280975,38.599998
"1711",17.856428,444.827667,38.834999
"1712",18.071072,486.466614,39.634998
"1713",18.2775,503.841492,39.555
"1714",18.800358,500.623535,39.950001
"1715",18.535713,498.631012,40.224998
"1716",18.75,514.008362,39.68
"1717",18.975714,512.489075,39.735001
"1718",18.894285,505.704498,40.099998
"1719",19.1525,507.647217,39.605
"1720",18.557501,516.778015,40.314999
"1721",18.75,512.543884,39.345001
"1722",18.715,513.968506,40.77
"1723",18.610714,513.824036,40.375
"1724",18.735001,508.269867,40.18
"1725",18.719643,510.885071,41.195
"1726",18.556429,509.39566,40.650002
"1727",18.377857,502.491547,39.755001
"1728",18.571072,502.870117,40.599998
"1729",18.488214,501.968506,40.380001
"1730",18.5,501.49527,39.619999
"1731",18.671785,515.029541,40.764999
"1732",18.806429,515.502747,40.625
"1733",18.749643,515.941101,40.509998
"1734",18.536785,513.933655,40.005001
"1735",18.543928,513.051941,40.064999
"1736",18.485714,511.582458,39.900002
"1737",18.554285,514.780457,40.849998
"1738",18.607857,516.643494,40.685001
"1739",18.718571,522.342163,40.43
"1740",19.153929,529.032043,40.695
"1741",19.624287,529.096802,40.924999
"1742",19.928572,529.769287,40.744999
"1743",19.939285,523.512756,40.369999
"1744",20.196428,523.721985,40.195
"1745",20.451786,526.626099,39.779999
"1746",20.206785,532.897583,40.299999
"1747",20.032143,533.4953,40.130001
"1748",20.127857,536.065674,39.494999
"1749",20.25,541.669678,38.799999
"1750",20.076429,537.769287,38.139999
"1751",20.101786,535.692078,38.415001
"1752",19.822144,530.013367,38.014999
"1753",19.850357,534.406921,38.290001
"1754",19.632143,533.923706,38.064999
"1755",19.625,538.367065,39.119999
"1756",19.479643,542.117981,38.759998
"1757",20.285713,551.851501,38.985001
"1758",20.353214,555.403198,39.049999
"1759",20.289286,554.924988,39.365002
"1760",20.136429,557.908813,39.645
"1761",19.909286,558.078186,39.395
"1762",19.791786,554.043335,39.215
"1763",19.845715,555.647278,39.035
"1764",19.745001,555.418152,38.650002
"1765",19.194643,554.42688,38.450001
"1766",19.440001,560.399475,38.325001
"1767",19.243214,570.860291,38.639999
"1768",19.52857,569.585083,39.035
"1769",19.279642,567.413208,38.779999
"1770",18.925358,561.131714,38.689999
"1771",19.222143,566.850281,37.560001
"1772",19.768572,574.342224,37.77
"1773",19.817858,572.40448,37.91
"1774",19.695715,576.265015,37.5
"1775",19.321072,578.297424,37.525002
"1776",19.675358,581.12677,36.974998
"1777",19.640715,577.834106,36.740002
"1778",19.785713,573.355896,37.365002
"1779",19.645357,560.947449,37.615002
"1780",18.17,553.086914,37.285
"1781",17.998215,557.470459,36.75
"1782",17.947857,570.362122,36.139999
"1783",17.684999,583.487915,35.445
"1784",17.950357,587.398315,35.5
"1785",18.066071,566.870239,35
"1786",18.091429,569.555176,35.044998
"1787",18.216429,573.41571,35.330002
"1788",18.620714,581.634888,36.805
"1789",18.523571,583.712097,37.154999
"1790",18.950357,587.88147,37.435001
"1791",19.176786,592.279968,37.244999
"1792",19.094999,588.17041,36.779999
"1793",19.373928,595.572632,37.174999
"1794",19.5,598.461792,37.494999
"1795",19.455357,600.399536,36.919998
"1796",19.035357,599.323608,36.700001
"1797",19.028214,601.649841,36.889999
"1798",18.683929,600.429443,36.330002
"1799",18.906429,605.699707,36.25
"1800",18.700357,609.714661,35.400002
"1801",18.469286,606.920105,35.810001
"1802",18.895714,607.891479,35.77
"1803",18.693571,601.121826,35.005001
"1804",18.964287,605.231445,35.715
"1805",18.96143,605.256348,35.994999
"1806",19.028214,608.857849,35.915001
"1807",18.967501,611.109436,36.494999
"1808",18.870001,605.575134,36.625
"1809",19.123215,604.618713,36.994999
"1810",19.089643,595.966187,37.275002
"1811",19.194286,601.719604,37.919998
"1812",18.885357,588.788086,37.044998
"1813",18.84643,587.423218,37.404999
"1814",18.782143,595.104431,37.174999
"1815",19.009287,603.63739,37.5
"1816",18.924643,597.734558,38.145
"1817",18.997499,600.902649,39.105
"1818",19.229286,589.883972,38.450001
"1819",19.339287,580.822937,38.220001
"1820",19.518572,578.835388,37.465
"1821",19.286428,566.444824,36.535
"1822",19.225714,559.663452,36.645
"1823",19.258215,565.337891,36.950001
"1824",19.205713,557.180237,36.82
"1825",19.370714,598.347229,37.174999
"1826",19.335358,568.289734,36.93
"1827",19.278929,573.076599,36.775002
"1828",18.857857,539.25946,35.599998
"1829",18.756786,541.11438,35.32
"1830",18.665714,558.087769,35.814999
"1831",18.952856,563.453064,36.369999
"1832",18.535713,531.091858,34.895
"1833",18.639286,536.776306,34.814999
"1834",18.581072,535.35022,34.98
"1835",18.501785,541.513245,34.825001
"1836",18.571428,547.307373,35.285
"1837",18.762142,534.632141,35.154999
"1838",18.868214,527.192566,35.264999
"1839",18.895,532.328491,35.73
"1840",20.293215,528.618652,35.759998
"1841",20.161785,521.079407,36
"1842",20.457144,515.763977,35.945
"1843",21.205,515.484741,35.59
"1844",21.165714,526.155457,35.310001
"1845",21.142857,525.666809,35.375
"1846",21.155001,532.298584,35.625
"1847",21.076429,523.383057,35.25
"1848",21.492857,523.791931,35.365002
"1849",21.258928,514.377747,34.889999
"1850",21.008928,507.067841,34.799999
"1851",20.876429,509.351563,34.849998
"1852",20.981787,522.07666,35.32
"1853",21.142857,529.436462,35.485001
"1854",21.158215,531.540649,35.59
"1855",21.239286,524.26062,35.130001
"1856",21.022499,519.962463,35
"1857",21.351786,518.2771,35.279999
"1858",21.589643,528.289551,35.380001
"1859",21.565357,531.440918,35.355
"1860",21.664286,539.648376,35.174999
"1861",21.6875,545.761597,36.145
"1862",21.995714,554.477661,36.32
"1863",22.357857,563.024231,36.650002
"1864",22.423214,561.807556,36.759998
"1865",22.785,559.264526,36.580002
"1866",22.64143,559.164795,36.610001
"1867",22.445,549.481384,36.860001
"1868",22.765715,540.017395,37.060001
"1869",23.078571,544.903992,37.18
"1870",23.210714,556.532043,37.529999
"1871",23.174999,555.624512,37.689999
"1872",23.682501,558.975342,37.625
"1873",23.532499,556.472229,37.07
"1874",23.51,555.774109,37.345001
"1875",23.049999,550.747925,36.935001
"1876",22.877501,547.756165,37.240002
"1877",23.077499,542.709961,37.514999
"1878",23.067499,543.368164,37.599998
"1879",23.0725,552.722473,38.275002
"1880",22.9625,555.325378,38.814999
"1881",22.83,553.630005,38.345001
"1882",22.6875,563.642517,38.450001
"1883",22.5525,563.712341,38.52
"1884",22.592501,579.409241,39.005001
"1885",22.705,575.59967,38.98
"1886",23.025,577.075623,39.049999
"1887",23.379999,576.736572,38.945
"1888",23.467501,581.752808,39.189999
"1889",23.4175,581.752808,39.195
"1890",23.535,582.161682,39.389999
"1891",24.067499,576.078369,39.32
"1892",23.860001,570.015015,39.27
"1893",23.440001,564.360535,39.305
"1894",23.84,570.344116,39.48
"1895",23.965,581.004822,39.490002
"1896",24.200001,584.13623,39.325001
"1897",24.2425,586.390076,39.529999
"1898",23.7575,577.943237,39.060001
"1899",23.405001,591.376404,38.849998
"1900",23.747499,590.129822,38.93
"1901",23.67,589.1026,39.165001
"1902",23.855,591.605774,39.255001
"1903",24.26,594.816956,39.794998
"1904",24.2125,588.783508,39.200001
"1905",24.455,586.4599,39.400002
"1906",24.8325,587.138,39.244999
"1907",24.610001,584.944031,39.5
"1908",24.290001,579.010315,39.259998
"1909",23.725,568.838257,38.75
"1910",24.092501,567.481995,38.630001
"1911",23.84,568.489197,38.584999
"1912",23.6875,560.241882,38.25
"1913",23.7325,566.444824,38.665001
"1914",23.565001,562.016968,38.314999
"1915",23.817499,568.429382,38.834999
"1916",24.01,562.974365,38.935001
"1917",24.0375,565.756714,39.049999
"1918",24.3325,574.602417,38.740002
"1919",24.475,576.277832,38.610001
"1920",24.622499,574.532593,38.595001
"1921",24.852501,583.398254,38.900002
"1922",25.110001,584.275879,39.005001
"1923",25.1425,582.221497,38.904999
"1924",25.0725,581.992126,38.619999
"1925",25.4475,583.119019,38.82
"1926",25.355,579.668518,39.005001
"1927",25.254999,575.689453,38.955002
"1928",25.397499,568.000549,38.895
"1929",25.715,569.765686,39.035
"1930",25.764999,570.284302,38.849998
"1931",25.775,578.411987,38.779999
"1932",24.7125,578.411987,38.400002
"1933",24.700001,582.381104,38.505001
"1934",24.825001,584.993896,38.880001
"1935",24.77,587.287598,38.724998
"1936",24.502501,579.907837,38.505001
"1937",25.102501,578.770996,38.490002
"1938",25.3025,579.409241,37.915001
"1939",25.702499,571.371277,37.630001
"1940",24.950001,571.191772,37.419998
"1941",25.317499,578.421936,37.669998
"1942",25.4825,585.392822,37.794998
"1943",25.5725,589.880493,37.985001
"1944",25.450001,592.194153,38.025002
"1945",25.15,585.243225,37.145
"1946",25.540001,579.867981,37.264999
"1947",25.127501,585.941284,37.59
"1948",24.6325,574.482788,37
"1949",24.6625,570.18457,37.275002
"1950",25.202499,575.350403,37.779999
"1951",25.147499,574.432922,37.84
"1952",24.817499,565.756714,37.205002
"1953",24.860001,571.481018,37.400002
"1954",24.987499,577.215271,38.009998
"1955",24.8575,572.827332,37.450001
"1956",24.690001,564.021484,37.119999
"1957",25.385,569.616089,37.52
"1958",25.172501,556.192993,37.130001
"1959",25.3325,543.497803,37.105
"1960",25.0975,537.4245,36.205002
"1961",24.4925,529.556091,36.014999
"1962",23.887501,517.578979,35.59
"1963",24.375,525.806396,36.674999
"1964",24.58,508.055145,36.805
"1965",25.754999,523.752014,37.5
"1966",25.709999,528.439148,37.240002
"1967",26.02,537.843323,37.575001
"1968",26.295,542.869568,37.450001
"1969",26.2125,535.559631,38.005001
"1970",26.35,541.513245,38.169998
"1971",26.6625,548.49408,38.549999
"1972",26.74,547.44696,38.09
"1973",27.002501,557.818481,37.625
"1974",27.055,553.979065,37.985001
"1975",27.34,551.485901,37.805
"1976",27.275,555.275513,38.505001
"1977",27.15,544.006409,38.485001
"1978",27.1875,544.714478,38.82
"1979",27.254999,539.977478,38.82
"1980",27.174999,546.98822,38.915001
"1981",27.344999,548.883057,38.705002
"1982",27.950001,548.294678,39.095001
"1983",28.2875,545.183228,39.040001
"1984",28.567499,542.091675,38.970001
"1985",28.485001,536.02832,38.814999
"1986",28.860001,533.535156,38.720001
"1987",28.727501,529.795471,38.830002
"1988",29.377501,540.127075,39.564999
"1989",29.2125,536.177917,39.950001
"1990",29.7675,537.524231,40.279999
"1991",29.485001,539.399109,40.060001
"1992",29.817499,539.139771,40.215
"1993",29.702499,537.4245,40.5
"1994",28.375,532.049255,40.345001
"1995",28.9375,529.984924,40.209999
"1996",28.942499,529.705688,40.299999
"1997",28.997499,529.546143,41.25
"1998",28.525,525.686707,42.099998
"1999",27.547501,520.710388,41.535
"2000",28.602501,531.620422,41.450001
"2001",28.065001,526.354919,41.450001
"2002",27.615,522.07666,41.369999
"2003",27.674999,521.308777,41.134998
"2004",26.592501,510.159363,40.244999
"2005",26.780001,495.639221,39.564999
"2006",27.967501,511.545563,40.775002
"2007",28.065001,510.109497,40.099998
"2008",28.040001,514.666992,39.924999
"2009",28.307501,525.557068,40.75
"2010",28.145,529.057495,40.735001
"2011",28.025,527.322266,40.715
"2012",28.4475,530.732849,40.830002
"2013",28.41,526.644104,41.035
"2014",28.205,529.795471,41.095001
"2015",27.8475,527.561584,41.064999
"2016",27.0725,521.827332,40.07
"2017",26.635,513.589966,40.169998
"2018",26.799999,505.611847,39.875
"2019",27.307501,496.626526,41.165001
"2020",28.1675,503.377991,40.494999
"2021",28.15,493.584869,40.145
"2022",27.8575,497.474182,40.740002
"2023",27.26,493.295654,40.025002
"2024",27.5,504.18576,40.299999
"2025",26.7575,498.640991,39.630001
"2026",26.959999,509.600891,40.400002
"2027",27.237499,505.861145,40.525002
"2028",27.565001,520.052185,40.68
"2029",28.075001,534.123535,43.25
"2030",28.434999,537.055542,44.044998
"2031",28.105,528.518921,43.889999
"2032",29.407499,521.348633,44.349998
"2033",29.08,509.600891,44.005001
"2034",29.6,514.447571,44.290001
"2035",29.512501,530.274109,43.84
"2036",29.625,526.554321,43.990002
"2037",29.625,527.790955,44
"2038",30.004999,522.355896,44.355
"2039",30.004999,526.195313,44.75
"2040",29.637501,526.554321,44.255001
"2041",30.0425,527.850769,44.685001
"2042",30.692499,533.834351,45.580002
"2043",31.514999,535.778992,45.544998
"2044",31.82,541.862305,45.994999
"2045",31.872499,545.332764,45.884998
"2046",31.907499,539.917664,46.195
"2047",32.119999,536.566833,46.575001
"2048",32.154999,541.642944,46.73
"2049",32.505001,534.582275,46.924999
"2050",33.235001,528.548889,46.630001
"2051",32.889999,534.432739,46.650002
"2052",32.197498,541.722717,47.150002
"2053",32.5,552.722473,47.395
"2054",32.3125,558.9953,46.665001
"2055",32.240002,568.888123,47.049999
"2056",32.275002,570.30426,46.904999
"2057",32.145,573.445618,46.639999
"2058",32.099998,573.305969,46.650002
"2059",31.99,565.307922,46.195
"2060",31.602501,562.705078,46.080002
"2061",31.1875,553.620056,46.060001
"2062",30.577499,551.994507,45.985001
"2063",31.1,551.984497,46.34
"2064",30.969999,549.441528,47
"2065",31.475,550.199402,46.880001
"2066",31.75,550.987244,47
"2067",32.1875,557.858398,48.380001
"2068",32.0625,560.112183,49.244999
"2069",31.780001,558.895569,48.939999
"2070",31.807501,561.019714,48.555
"2071",31.635,568.937988,49.07
"2072",30.690001,556.063354,47.674999
"2073",31.1425,551.485901,47.5
"2074",31.012501,550.10968,48.02
"2075",31.522499,548.49408,47.834999
"2076",31.205,547.097961,47.139999
"2077",31.2575,539.369141,46.709999
"2078",31.1175,530.762817,46.924999
"2079",31.91,536.60675,47.205002
"2080",31.4625,536.905945,46.919998
"2081",31.4625,539.548645,47.650002
"2082",31.487499,540.805237,48.599998
"2083",32.092499,536.935852,48.560001
"2084",31.75,534.781738,48.52
"2085",31.602501,527.252441,48.810001
"2086",31.57,528.449158,48.23
"2087",31.387501,527.212524,47.900002
"2088",31.3925,524.160889,47.900002
"2089",32.025002,536.03833,48.349998
"2090",31.747499,532.936829,48.5
"2091",32.075001,539.518738,48.549999
"2092",32.622501,564.550049,51.32
"2093",33.077499,563.390015,51.810001
"2094",33.615002,554.640015,50.599998
"2095",32.540001,550.469971,50.419998
"2096",32.16,547.869995,50.630001
"2097",31.525,538.429993,49.950001
"2098",32.375,538.530029,50.299999
"2099",32.037498,538.210022,49.939999
"2100",31.639999,531.23999,49.68
"2101",31.192499,523.98999,48.740002
"2102",31.67,536.650024,49.990002
"2103",31.8475,538.369995,49.709999
"2104",31.4,531.599976,49.150002
"2105",31.5375,530.559998,49.849998
"2106",31.852501,533.77002,49.98
"2107",32.267502,539.179993,50.790001
"2108",32.095001,532.01001,50.650002
"2109",32.672501,533.97998,51.48
"2110",32.5,538.48999,51.310001
"2111",32.517502,537.950012,50.939999
"2112",32.900002,540.150024,51.330002
"2113",33.150002,538.119995,51.380001
"2114",32.584999,532.799988,51.040001
"2115",32.965,538.01001,51.84
"2116",32.807499,537.369995,51.950001
"2117",32.57,536.789978,51.959999
"2118",32.465,532.929993,51.98
"2119",32.665001,539.909973,52
"2120",32.395,537.76001,51.869999
"2121",32.375,536.349976,51.57
"2122",32.224998,533.309998,52
"2123",31.674999,527.559998,51.349998
"2124",31.98,529.359985,51.799999
"2125",32.294998,538.424988,52.810001
"2126",32.047501,531.599976,52.41
"2127",31.525,528,52.23
"2128",31.7575,528.400024,52.27
"2129",31.93,529.369995,53.09
"2130",31.807501,531,53.5
"2131",31.9275,537.210022,54.080002
"2132",31.872499,539.590027,54.330002
"2133",31.870001,539.640015,54.040001
"2134",31.8025,540,53.75
"2135",32.215,538.869995,54.09
"2136",31.9175,537.26001,54.459999
"2137",31.365,525.01001,53.869999
"2138",31.3925,526.02002,54.150002
"2139",31.725,524.72998,53.860001
"2140",31.6075,521.080017,54.029999
"2141",31.235001,519.5,53.639999
"2142",31.4725,523.130005,54.290001
"2143",31.120001,521.049988,53.860001
"2144",30.9625,523.119995,54.07
"2145",30.485001,526.289978,54.540001
"2146",31.2575,532.880005,55
"2147",31.51,546.76001,55.959999
"2148",31.43,560.130005,55.919998
"2149",31.934999,565.119995,56.060001
"2150",32.27,649,55.900002
"2151",32.7425,659.23999,55.73
"2152",33.212502,655.210022,56.380001
"2153",30.497499,660.890015,56.43
"2154",31.549999,661.27002,56.98
"2155",31.33,647,59.119999
"2156",30.772499,621,57.209999
"2157",30.844999,632.830017,57.389999
"2158",30.7875,628.799988,57.380001
"2159",30.58,630,57.299999
"2160",30.65,631.380005,58.439999
"2161",30.375,625.340027,58.619999
"2162",29.355,628.419983,58.25
"2163",28.237499,634.330017,59.150002
"2164",28.9925,645,59.130001
"2165",28.645,640.22998,57.330002
"2166",29.1325,639.47998,57.290001
"2167",29.452499,669.200012,55.790001
"2168",28.1325,663.080017,55.689999
"2169",29.01,659.322021,56.52
"2170",28.58,655.01001,56.950001
"2171",29.01,656.799988,57
"2172",29.1075,661.900024,57.959999
"2173",29.025,656.599976,57.580002
"2174",28.52,655.460022,57
"2175",27.6075,639.780029,54.720001
"2176",23.717501,573,48.049999
"2177",27.7775,614.909973,52.959999
"2178",26.772499,610.349976,52.990002
"2179",28.057501,639.400024,54.759998
"2180",28.0425,632.820007,55.700001
"2181",28.0075,627.539978,55.189999
"2182",27.5375,602.359985,53
"2183",27.557501,605.590027,54.5
"2184",28.122499,617,55.720001
"2185",27.2425,600,53.869999
"2186",27.9375,612.48999,55.310001
"2187",28.440001,621.219971,55.900002
"2188",27.567499,613.099976,54.34
"2189",27.9475,619.75,55.189999
"2190",29.145,625.700012,56.540001
"2191",28.9825,626.700012,56.43
"2192",29.0625,635.469971,56.830002
"2193",28.915001,637.789978,57.32
"2194",28.0525,636.789978,56.490002
"2195",28.4175,634.400024,57.200001
"2196",28.344999,627,56.849998
"2197",28.407499,622.049988,57.16
"2198",28.3125,616.640015,57.380001
"2199",29.110001,629.77002,58.919998
"2200",28.4625,610.340027,58.009998
"2201",28.2075,597.280029,55.849998
"2202",27.5425,603.280029,56.400002
"2203",27.2675,608.369995,56.990002
"2204",27.002501,607.200012,56.990002
"2205",27.469999,632,58.490002
"2206",27.657499,638.840027,58.82
"2207",27.934999,649.23999,58.619999
"2208",27.547501,641.359985,58.779999
"2209",27.5,640,59.470001
"2210",28.182501,642.090027,60.349998
"2211",27.705,643.150024,60.34
"2212",27.8225,653.210022,60
"2213",27.7325,654.659973,58.950001
"2214",27.945,664.109985,59.959999
"2215",27.700001,661.179993,60.130001
"2216",27.834999,664.039978,61.220001
"2217",28.5,654.150024,61.07
"2218",28.5825,646.700012,60.959999
"2219",29.174999,727.5,62.110001
"2220",29.52,701.549988,62.98
"2221",28.85,707.380005,63.369999
"2222",29.2325,707.330017,63.110001
"2223",29.674999,710.5,63.419998
"2224",30.247499,715.72998,63.689999
"2225",30.200001,711.059998,63.009998
"2226",30.1975,718.859985,62
"2227",30.782499,722,63.040001
"2228",30.4625,729.469971,62.169998
"2229",30.2775,731.5,62.049999
"2230",30.24,730.200012,61.75
"2231",29.225,724.400024,61.540001
"2232",29.092501,732.460022,62.549999
"2233",29.065001,731,61.34
"2234",28.799999,729.169983,60.889999
"2235",27.844999,715.599976,59.5
"2236",28.73,729.289978,60.950001
"2237",28.940001,727.580017,60.66
"2238",29.41,738.73999,61.799999
"2239",29.799999,746.530029,61.959999
"2240",29.817499,757.450012,62.139999
"2241",29.3325,752,62.060001
"2242",29.8025,748.140015,62.049999
"2243",29.5725,748.460022,62.189999
"2244",29.497499,748.809998,62.099998
"2245",29.6875,747.109985,61.080002
"2246",29.334999,768.900024,61.630001
"2247",29.137501,766.01001,61.369999
"2248",28.8225,753.099976,59.860001
"2249",29.745001,767.77002,61.75
"2250",29.379999,757.890015,61.689999
"2251",29.41,759.169983,61.709999
"2252",29.01,752.849976,61.130001
"2253",28.797501,741.159973,60.860001
"2254",28.045,741.789978,60.040001
"2255",27.985001,753,60.549999
"2256",27.7675,750,60.32
"2257",28.004999,762.419983,60.66
"2258",27.227501,746.51001,59.200001
"2259",26.82,746.130005,58.889999
"2260",26.85,751.650024,59.939999
"2261",26.817499,753.469971,60.259998
"2262",27.25,749.549988,60.369999
"2263",26.897499,752.919983,60.02
"2264",26.74,766.690002,60.459999
"2265",27.145,776.599976,61.220001
"2266",26.752501,769.5,60.650002
"2267",25.6525,743,58.77
"2268",26.4375,746.450012,58.790001
"2269",25.139999,730,57.700001
"2270",24.67,730.309998,56.880001
"2271",24.637501,731.450012,57.41
"2272",24.7425,716.609985,57
"2273",25.137501,721.679993,58.389999
"2274",25.08,730.849976,59.799999
"2275",24.49,705.380005,57.509998
"2276",24.049999,692.289978,57.07
"2277",24.602501,703.299988,58.669998
"2278",23.775,688.609985,57.57
"2279",24.264999,702.179993,57.84
"2280",24.657499,723.599976,57.549999
"2281",25.379999,723.580017,59.360001
"2282",24.9825,713.849976,57.919998
"2283",24.01,713.669983,58.869999
"2284",23.4475,722.219971,58.290001
"2285",23.6975,731.530029,59.779999
"2286",24.1175,750.460022,60.66
"2287",23.855,784.5,60.66
"2288",23.75,770.219971,60.880001
"2289",23.965,722.809998,59.41
"2290",24.129999,703.869995,58.099998
"2291",23.282499,667.849976,53.09
"2292",23.5725,672.320007,53.189999
"2293",23.98,686.859985,55.279999
"2294",23.4475,675,53.889999
"2295",23.547501,690.26001,55.560001
"2296",23.754999,692.97998,56.790001
"2297",24.1675,698.090027,56.700001
"2298",24.709999,710,57.57
"2299",24,695.030029,56.919998
"2300",24.077499,707.450012,58.630001
"2301",24.1,701.450012,58.450001
"2302",23.495001,688.919983,57.209999
"2303",24.012501,700.01001,58.459999
"2304",24.299999,708.580017,59
"2305",24.215,700.320007,58.25
"2306",24.4125,703.619995,58.77
"2307",25.127501,719,59.830002
"2308",25.145,718.679993,59.119999
"2309",25.592501,714.98999,59.139999
"2310",25.5975,706.900024,58.439999
"2311",25.195,688.590027,57.580002
"2312",25.327499,698.469971,57.779999
"2313",25.352501,708.119995,57.509998
"2314",25.559999,720,58.099998
"2315",25.477501,726.809998,57.580002
"2316",25.99,726.919983,58.32
"2317",26.1525,726.369995,58.650002
"2318",26.379999,736.450012,59.470001
"2319",26.584999,741.859985,59.91
"2320",26.4825,736.5,59.560001
"2321",26.3125,737.460022,59
"2322",26.620001,742.359985,59.139999
"2323",26.3675,732.01001,58.700001
"2324",26.5,736.789978,58.560001
"2325",26.2225,734.590027,58.82
"2326",27.1625,750.099976,60
"2327",27.43,749.25,59.77
"2328",27.195,738.599976,59.610001
"2329",27.605,750.059998,61.099998
"2330",27.377501,738,59.880001
"2331",27.557501,735.77002,60.02
"2332",27.487499,745.369995,60.59
"2333",27.227501,743.969971,61.5
"2334",27.2425,743.02002,61.220001
"2335",27.334999,738,58.950001
"2336",27.700001,749.159973,60.32
"2337",27.905001,754.01001,60.259998
"2338",28.0275,753.97998,60.240002
"2339",27.2225,760.460022,60.689999
"2340",26.969999,769.51001,61.16
"2341",26.66,758,61.040001
"2342",26.7325,755.380005,60.900002
"2343",26.252501,726.299988,59.009998
"2344",26.25,716.099976,57.619999
"2345",25.977501,725.419983,58.049999
"2346",24,707.289978,57.509998
"2347",24.4025,708.26001,56.59
"2348",23.497499,690.700012,56.02
"2349",23.4925,697.630005,56.290001
"2350",23.549999,696.869995,56.700001
"2351",23.799999,690.48999,55.98
"2352",23.5,697.700012,56.369999
"2353",23.342501,698.380005,55.959999
"2354",23.25,712,56.32
"2355",23.3325,716.75,56.849998
"2356",23.370001,723.409973,57.130001
"2357",23.18,717.059998,56.57
"2358",22.5,711.929993,56.43
"2359",23.0975,709.130005,55.700001
"2360",23.637501,715.98999,55.380001
"2361",23.540001,703.669983,54.759998
"2362",23.66,702.359985,54.43
"2363",23.66,701.619995,54.880001
